0xD531a190c133F086f0170B67F8D7cd1913CA5fFE,3,3.8130391,291.27267,22.879436,-3.69E-05,16.39057,2022-11-22 21:22
0xD531a190c133F086f0170B67F8D7cd1913CA5fFE,4,3.8130388,291.27237,22.879436,-3.69E-05,16.39057,2022-11-22 21:22
0xD531a190c133F086f0170B67F8D7cd1913CA5fFE,5,3.8130388,291.27237,22.879436,-3.69E-05,16.39057,2022-11-22 21:22
0xD531a190c133F086f0170B67F8D7cd1913CA5fFE,6,3.8130388,291.27237,22.879436,-0.0000369,16.39057,2022-11-22 21:22
0xABdD8eab3019f3Cd850adC217e893486b9b421B6,1,3.7860196,291.03619,22.879814,-3.76E-05,16.390572,2022-11-22 21:22
0xABdD8eab3019f3Cd850adC217e893486b9b421B6,2,3.8413887,291.2774,22.879814,-3.76E-05,16.390572,2022-11-22 21:22
0xABdD8eab3019f3Cd850adC217e893486b9b421B6,3,3.8131015,291.27271,22.879814,-3.76E-05,16.390572,2022-11-22 21:22
0xABdD8eab3019f3Cd850adC217e893486b9b421B6,4,3.8131013,291.2724,22.879814,-3.76E-05,16.390572,2022-11-22 21:22
0xABdD8eab3019f3Cd850adC217e893486b9b421B6,5,3.8131013,291.2724,22.879814,-3.76E-05,16.390572,2022-11-22 21:22
0xABdD8eab3019f3Cd850adC217e893486b9b421B6,6,3.8131013,291.2724,22.879814,-0.0000376,16.390572,2022-11-22 21:22
0x84130b9456409725be5483a5Df9d400CDAB5D553,1,3.7860808,291.03604,22.88019,-3.76E-05,16.390572,2022-11-22 21:22
0x84130b9456409725be5483a5Df9d400CDAB5D553,2,3.8414538,291.2774,22.88019,-3.76E-05,16.390572,2022-11-22 21:22
0x84130b9456409725be5483a5Df9d400CDAB5D553,3,3.8131638,291.27274,22.88019,-3.76E-05,16.390572,2022-11-22 21:22
0x84130b9456409725be5483a5Df9d400CDAB5D553,4,3.8131635,291.27243,22.88019,-3.76E-05,16.390572,2022-11-22 21:22
0x84130b9456409725be5483a5Df9d400CDAB5D553,5,3.8131635,291.27243,22.88019,-3.76E-05,16.390572,2022-11-22 21:22
0x84130b9456409725be5483a5Df9d400CDAB5D553,6,3.8131635,291.27243,22.88019,-0.0000376,16.390572,2022-11-22 21:22
0x53638f1509ca4A7FC329AfC2C8DD4e5aEf728643,1,3.7861419,291.03592,22.880564,-3.76E-05,16.390574,2022-11-22 21:22
0x53638f1509ca4A7FC329AfC2C8DD4e5aEf728643,2,3.8415189,291.27744,22.880564,-3.76E-05,16.390574,2022-11-22 21:22
0x53638f1509ca4A7FC329AfC2C8DD4e5aEf728643,3,3.8132257,291.27277,22.880564,-3.76E-05,16.390574,2022-11-22 21:22
0x53638f1509ca4A7FC329AfC2C8DD4e5aEf728643,4,3.8132257,291.27246,22.880564,-3.76E-05,16.390574,2022-11-22 21:22
0x53638f1509ca4A7FC329AfC2C8DD4e5aEf728643,5,3.8132255,291.27243,22.880564,-3.76E-05,16.390574,2022-11-22 21:22
0x53638f1509ca4A7FC329AfC2C8DD4e5aEf728643,6,3.8132255,291.27243,22.880564,-0.0000376,16.390574,2022-11-22 21:22
0xD531a190c133F086f0170B67F8D7cd1913CA5fFE,1,3.7862029,291.03577,22.880938,-3.75E-05,16.390575,2022-11-22 21:22
0xD531a190c133F086f0170B67F8D7cd1913CA5fFE,2,3.8415837,291.27747,22.880938,-3.75E-05,16.390575,2022-11-22 21:22
0xD531a190c133F086f0170B67F8D7cd1913CA5fFE,3,3.8132877,291.2728,22.880938,-3.75E-05,16.390575,2022-11-22 21:22
0xD531a190c133F086f0170B67F8D7cd1913CA5fFE,4,3.8132875,291.27249,22.880938,-3.75E-05,16.390575,2022-11-22 21:22
0xD531a190c133F086f0170B67F8D7cd1913CA5fFE,5,3.8132875,291.27246,22.880938,-3.75E-05,16.390575,2022-11-22 21:22
0xD531a190c133F086f0170B67F8D7cd1913CA5fFE,6,3.8132875,291.27246,22.880938,-0.0000375,16.390575,2022-11-22 21:22
0xABdD8eab3019f3Cd850adC217e893486b9b421B6,1,3.7862637,291.03561,22.88131,-3.74E-05,16.390575,2022-11-22 21:22
0xABdD8eab3019f3Cd850adC217e893486b9b421B6,2,3.8416483,291.27747,22.88131,-3.74E-05,16.390575,2022-11-22 21:22
0xABdD8eab3019f3Cd850adC217e893486b9b421B6,3,3.8133495,291.2728,22.88131,-3.74E-05,16.390575,2022-11-22 21:22
0xABdD8eab3019f3Cd850adC217e893486b9b421B6,4,3.8133492,291.27252,22.88131,-3.74E-05,16.390575,2022-11-22 21:22
0xABdD8eab3019f3Cd850adC217e893486b9b421B6,5,3.8133492,291.27249,22.88131,-3.74E-05,16.390575,2022-11-22 21:22
0xABdD8eab3019f3Cd850adC217e893486b9b421B6,6,3.8133492,291.27249,22.88131,-0.0000374,16.390575,2022-11-22 21:22
0x84130b9456409725be5483a5Df9d400CDAB5D553,1,3.7863243,291.03546,22.88168,-3.72E-05,16.390577,2022-11-22 21:22
0x84130b9456409725be5483a5Df9d400CDAB5D553,2,3.8417127,291.2775,22.88168,-3.72E-05,16.390577,2022-11-22 21:22
