3.8130388,291.27237,22.879436,-0.0000369,16.39057,2022-11-22 21:22
3.8132875,291.27246,22.880938,-0.0000375,16.390575,2022-11-22 21:22
3.8135333,291.27258,22.88242,-0.000037,16.390579,2022-11-22 21:22
3.8137763,291.27267,22.883884,-0.0000366,16.390585,2022-11-22 21:22
3.8140166,291.2728,22.885334,-0.0000362,16.390591,2022-11-22 21:22
3.814254,291.27289,22.886766,-0.0000358,16.390594,2022-11-22 21:22
3.8144889,291.27298,22.888184,-0.0000354,16.3906,2022-11-22 21:22
3.8147211,291.27307,22.889584,-0.000035,16.390606,2022-11-22 21:22
3.8149505,291.27316,22.890968,-0.0000346,16.390612,2022-11-22 21:22
3.8151774,291.27325,22.892336,-0.0000342,16.390615,2022-11-22 21:22
3.8154018,291.27335,22.89369,-0.0000338,16.390621,2022-11-22 21:22
3.8156235,291.27344,22.895027,-0.0000334,16.390627,2022-11-22 21:22
3.8158429,291.27353,22.896349,-0.0000331,16.390633,2022-11-22 21:22
3.8160596,291.27362,22.897657,-0.0000327,16.390636,2022-11-22 21:22
3.8162739,291.27368,22.898951,-0.0000323,16.390642,2022-11-22 21:22
3.8164859,291.27377,22.900229,-0.0000319,16.390648,2022-11-22 21:22
3.8166952,291.27383,22.901491,-0.0000316,16.390652,2022-11-22 21:22
3.8169024,291.27393,22.90274,-0.0000312,16.390657,2022-11-22 21:22
3.817107,291.27399,22.903975,-0.0000309,16.390663,2022-11-22 21:22
3.8173094,291.27408,22.905195,-0.0000305,16.390669,2022-11-22 21:22
3.8175094,291.27414,22.906403,-0.0000302,16.390673,2022-11-22 21:22
3.8177073,291.2742,22.907597,-0.0000298,16.390678,2022-11-22 21:22
3.8179028,291.27429,22.908775,-0.0000295,16.390684,2022-11-22 21:22
3.8180962,291.27435,22.909943,-0.0000292,16.39069,2022-11-22 21:22
3.8182874,291.27441,22.911095,-0.0000288,16.390694,2022-11-22 21:22
3.8184764,291.27448,22.912235,-0.0000285,16.390699,2022-11-22 21:22
3.8186634,291.27454,22.913363,-0.0000282,16.390705,2022-11-22 21:22
3.8188479,291.2746,22.914476,-0.0000279,16.390711,2022-11-22 21:22
3.8190305,291.27466,22.915577,-0.0000276,16.390715,2022-11-22 21:22
3.819211,291.27472,22.916666,-0.0000272,16.39072,2022-11-22 21:22
3.8193896,291.27478,22.917744,-0.0000269,16.390726,2022-11-22 21:22
3.819566,291.27481,22.918808,-0.0000266,16.39073,2022-11-22 21:22
3.8197405,291.27487,22.919861,-0.0000263,16.390736,2022-11-22 21:22
3.8199129,291.27493,22.9209,-0.000026,16.390741,2022-11-22 21:22
3.8200798,291.27499,22.921907,-0.00047,16.390747,2022-11-22 21:22
3.819263,291.27502,22.917009,-0.11692,16.390751,2022-11-22 21:22
3.8108523,291.27509,22.866537,-1.12986,16.390757,2022-11-22 21:22
3.7864783,291.27518,22.720259,-4.02473,16.390762,2022-11-22 21:22
3.7415111,291.27545,22.45038,-9.34222,16.390766,2022-11-22 21:22
3.6777294,291.27631,22.067574,-16.8647,16.390772,2022-11-22 21:22
3.6106203,291.27838,21.664782,-24.756,16.390776,2022-11-22 21:22
3.549731,291.28201,21.299301,-31.8898,16.390779,2022-11-22 21:22
3.4887681,291.2876,20.933367,-39.0124,16.390783,2022-11-22 21:22
3.4275124,291.29556,20.565657,-46.151,16.390787,2022-11-22 21:22
3.3666286,291.30634,20.200163,-53.2283,16.390791,2022-11-22 21:22
3.3326676,291.31946,19.996241,-57.1061,16.390793,2022-11-22 21:22
3.3233891,291.3335,19.940449,-58.0578,16.390797,2022-11-22 21:22
3.3278673,291.3475,19.967222,-57.3818,16.390799,2022-11-22 21:22
3.3530221,291.36047,20.118101,-54.2623,16.390802,2022-11-22 21:22
